@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1,3_clustered'

@attribute Instance_number numeric
@attribute state {SC,LA,VA,ID,IA,KY,MO,OK,CO,IL,IN,MS,ND,NE,OH,PA,WA,WI,VT,MN,FL,NC,CA,NY,WY,MI,AK,MD,KS,TN,TX,ME,AZ,GA,AR,NJ,SD,AL,OR,WV,MA,UT,MT,NH,NM,RI,NV,DC,CT,HI,DE}
@attribute African_American numeric
@attribute American_Alaskan_Native numeric
@attribute asian numeric
@attribute hispanic numeric
@attribute pacific_highlander numeric
@attribute 18_younger numeric
@attribute senior_citizen numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14}

@data
1770,OK,1.8,3.3,0.2,11.8,0,26.4,15.4,cluster1
1771,NC,1.22,1.41,0.53,2.54,0.06,18.41,24.95,cluster14
1772,NJ,21.02,0.68,4.96,28.05,0.09,24.03,12.82,cluster12
1773,NE,0.9,0.6,0.6,7.6,0.1,24,18,cluster7
1774,MA,2.45,0.26,4.84,4.88,0.06,15.7,13.66,cluster4
1775,KS,1.2,0.81,0.37,5.9,0.01,22.72,18.64,cluster7
1776,NV,2.5,1.6,1.6,12.3,0.4,21,23.8,cluster3
1777,LA,40.6,0.2,1.1,2.1,0,21.1,12,cluster5
1778,AK,1.7,14.1,17.4,8.8,1,28.9,6.7,cluster8
1779,IL,0.89,0.22,0.12,0.88,0.01,22.5,17.63,cluster7
1780,SC,17.98,0.53,2.1,8.34,0.08,24.19,13,cluster12
1781,IA,2.9,2.3,2.5,12.3,0.1,27.1,12.8,cluster10
1782,WA,0.63,2.65,1.96,17.31,0.26,23.41,16.57,cluster13
1783,TX,3.69,0.72,0.55,20.14,0.08,23.77,17.67,cluster13
1784,OK,8.97,3.34,0.55,5.33,0.07,24.26,14.51,cluster1
1785,GA,14.63,0.58,0.51,10.77,0.05,27.79,13.44,cluster10
1786,MO,0.27,1.19,0.29,1.44,0.07,22.18,20.92,cluster3
1787,SD,0.17,93.8,0.37,2.67,0.03,38.65,6.37,cluster9
1788,KS,0.42,1.81,0.35,44.35,0,32.05,10.6,cluster2
1789,NE,0.18,1.46,0.55,13.81,0,24.05,18.1,cluster13
1790,GA,27.2,0.2,1.6,11.6,0,27.1,12.3,cluster12
1791,FL,4.66,0.32,1.41,8.22,0.05,15.51,31.68,cluster14
1792,TN,6.02,0.35,0.19,1.65,0.03,19.16,16.19,cluster7
1793,MI,0.16,8.94,0.16,0.81,0,18.99,22.63,cluster3
1794,TN,5.89,0.32,0.2,1.57,0.01,22.91,18.45,cluster7
1795,TX,0.7,1.7,0.1,31.4,0,27.3,15,cluster2
1796,OK,6.72,9.26,1.08,5.7,0.07,25.69,14.93,cluster1
1797,MS,30.26,0.21,0.25,2.32,0.03,25.21,13.77,cluster5
1798,MS,38.72,0.22,0.16,1.27,0.03,25.54,14.86,cluster5
1799,WI,0.5,1.2,0.4,2.8,0,23.3,15.1,cluster1
1800,OH,1.03,0.27,0.61,3.73,0.02,23.33,16.3,cluster7
1801,AL,13.1,0.6,0.4,1.2,0,22.6,18.8,cluster7
1802,MN,1,1.1,0.7,2,0,23.9,15.7,cluster1
1803,GA,28.82,0.38,1.45,3.67,0.11,19.71,9.06,cluster12
1804,CO,0.59,1.56,0.37,35.74,0.04,27.3,14.63,cluster2
1805,WV,0.52,0.13,0.11,0.49,0.01,21.63,16.29,cluster7
1806,OH,2.6,0.1,0.1,0.5,0,21.5,18.4,cluster7
1807,KS,3.4,1,0.4,1.7,0.1,25.2,16.8,cluster1
1808,WV,2.73,0.36,0.4,1.31,0.03,19.9,19.94,cluster3
1809,CO,0.67,3.23,0.88,40.52,0.14,24.54,18.5,cluster2
1810,MS,70.97,0.19,0.61,1.16,0.03,27.44,12.96,cluster0
1811,TX,22.2,1.18,0.59,11.47,0.1,25.51,13.99,cluster12
1812,ND,0.1,1.08,0.16,2.97,0,21.86,20.89,cluster3
1813,MN,0.4,2.7,0.2,1,0,18,27.3,cluster14
1814,KS,5.3,2.1,0.5,3.6,0,23.8,16,cluster1
1815,MN,0.83,1.59,0.78,5.55,0.02,23.42,16.41,cluster1
1816,IA,0.49,0.19,0.54,1.72,0.01,24.34,18.57,cluster7
1817,NM,0.72,1.85,0.53,48.27,0.1,21.46,22.06,cluster2
1818,NJ,3.52,0.19,2.61,7.41,0.07,22.49,14.88,cluster1
1819,FL,14.5,0.5,0.4,3.4,0,21.6,13.6,cluster12
1820,TX,10.8,0.6,0.5,22.6,0,27.3,16.6,cluster13
1821,VA,48.72,0.28,1.02,2.99,0.03,22.08,19.1,cluster5
1822,SC,20.1,0.3,1.1,10.4,0.1,21.8,20.4,cluster12
1823,WA,0.58,3.87,0.63,3.22,0.14,21.07,20.01,cluster3
1824,IL,4.1,0.38,0.49,1.56,0.07,22.79,18.48,cluster7
1825,IN,5.63,0.6,1.06,14.43,0.07,28.15,12.74,cluster10
1826,IN,0.41,0.19,0.57,1.48,0.06,23.59,13.98,cluster1
1827,WI,0.6,0.8,1.8,1.5,0,22.4,17.8,cluster7
1828,TX,1.29,0.14,0.57,36.57,0,17.91,25.62,cluster13
1829,CA,2.39,1.85,13.57,30.7,0.61,22.02,10.61,cluster8
1830,TX,1.81,0.49,0.78,87.21,0.08,26.36,11.9,cluster6
1831,OK,0.7,42.3,0.4,5.1,0,29.1,12.4,cluster11
1832,OH,3.37,0.18,4.59,2.18,0.04,28.03,10.53,cluster10
1833,NE,0.37,0.48,0.18,2.17,0.01,23.18,20.65,cluster3
1834,FL,15.94,0.52,3.64,25.05,0.12,23.32,11.9,cluster13
1835,GA,26.18,0.41,0.56,6.4,0.26,21.62,19.78,cluster12
1836,AR,54.09,0.65,0.42,1.9,0.02,20.32,15.81,cluster0
1837,OH,8.48,0.33,0.62,3.49,0.04,21.81,17.63,cluster7
1838,CO,0,0.8,0.1,8.3,0,21.2,23.3,cluster3
1839,MN,0.42,0.35,0.5,1.1,0.01,21.17,20.72,cluster3
1840,TN,27.35,0.48,3.15,9.9,0.12,21.84,10.49,cluster12
1841,NE,0.15,9.25,0.23,2.06,0.06,24.02,23.31,cluster3
1842,RI,1.2,0.93,1.76,2.58,0.04,19.38,15.6,cluster7
1843,TN,3.98,0.39,0.75,2.89,0.02,22.21,17.82,cluster7
1844,MI,0.46,1.52,0.31,1.81,0,19.72,22.75,cluster3
1845,NE,3.53,1.74,0.71,32,0.21,28.16,14.52,cluster2
1846,CO,0.38,12.23,0.54,11.61,0.08,22.92,17.09,cluster11
1847,NE,0.22,1.6,0.42,14.35,0.02,24.27,18.83,cluster13
1848,MD,40.77,0.68,3.12,4.51,0.1,25.76,9.82,cluster5
1849,PA,3.77,0.14,0.57,1.55,0.02,19.31,18.72,cluster7
1850,GA,35.8,0.3,0.4,4.9,0,23.3,15.2,cluster5
1851,GA,15.5,0.3,1.6,3.6,0.1,29.7,8.1,cluster10
1852,VA,1.99,0.2,0.37,1.66,0.03,20.72,18.82,cluster7
1853,MN,0.33,0.44,0.53,5.4,0.22,24.52,17.53,cluster1
1854,VA,4.49,0.17,0.17,2.12,0,16.62,23.45,cluster14
1855,UT,0.38,0.48,1.44,11.5,0.14,26.85,8.79,cluster10
1856,WV,1.53,0.34,0.18,0.53,0.01,19.81,15.79,cluster7
1857,LA,17.58,0.22,0.23,2.33,0.02,23.14,14.87,cluster12
1858,MD,9.2,0.3,3.7,6.3,0,25.5,10.7,cluster10
1859,NC,32.36,0.9,0.6,7.72,0.08,21.63,12.92,cluster5
1860,AK,0.52,7.51,1.22,3.1,0.25,22.92,12.71,cluster1
1861,MO,0.48,0.38,0.13,1.23,0.05,26.04,17.55,cluster1
1862,TX,0.52,0.7,0.31,34.18,0.04,18.71,24.65,cluster13
1863,MO,1.28,0.16,0.27,1.03,0.12,22.92,17.11,cluster7
1864,IA,2.51,0.21,1.07,1.99,0.29,23.23,15.59,cluster1
1865,TN,5.81,0.35,0.18,1.7,0.03,18.53,17.39,cluster7
1866,SC,30.5,0.4,1.6,4.1,0.1,21.2,13,cluster5
1867,TX,0.8,0.8,1.9,68.8,0,25.2,11.9,cluster6
1868,MD,13.6,0.2,0.9,3.6,0.3,19.7,23.7,cluster14
1869,WV,0.27,0.25,0.2,0.57,0.02,21.97,17.03,cluster7
1870,GA,33.43,0.36,0.74,4.67,0.04,25.58,14.1,cluster5
1871,IA,0.38,1.25,0.28,1.27,0.04,21.53,24.23,cluster3
1872,MN,1.24,0.29,2.84,4.01,0.04,28.75,9.27,cluster10
1873,WA,6.57,1.63,6.25,9.41,1.4,24.32,11.84,cluster10
1874,KS,0.1,0.3,0.1,1.9,0,22.6,24.8,cluster3
1875,MN,0.68,19.89,0.77,1.83,0.06,25.22,13.24,cluster11
1876,ID,0.27,1.24,0.47,10.38,0.14,35.08,9.76,cluster10
1877,CA,3.5,1.4,6.4,53.9,0.6,27.5,10.3,cluster2
1878,GA,23.51,0.61,0.65,2.81,0.03,24.33,16.13,cluster12
1879,VA,4.7,0.2,0.4,2,0,22.1,14.2,cluster1
1880,OK,0.69,6.58,0.42,7.15,0.03,26.33,13.93,cluster1
1881,TX,17,0.5,0.7,22.9,0.1,28,15.4,cluster13
1882,UT,0.19,49.25,0.48,5.02,0.15,32.43,11.41,cluster9
1883,MO,1.27,0.54,0.26,1.86,0.06,22.05,19.74,cluster7
1884,OK,8.5,14,0.3,4.8,0,26.4,14.6,cluster11
1885,MS,21.53,15.5,0.43,1.84,0.05,28.59,13.48,cluster12
1886,NE,0.42,0,0,0,0,23.47,20.51,cluster3
1887,IN,0.36,0.33,0.37,1.65,0.03,24.21,14.43,cluster1
1888,NY,31.85,1.04,10.98,20,0.14,23.62,11.53,cluster12
1889,KY,0.09,0.31,0.09,1.03,0,18.69,21.3,cluster3
1890,WI,0.4,0.8,0.4,1.5,0,18.1,22.1,cluster3
1891,SC,20.59,0.41,2.11,6.1,0.04,24.17,13.76,cluster12
1892,OH,3.1,0.2,0.4,8.4,0,24.3,15.1,cluster1
1893,MO,9.95,0.35,0.37,5.77,0.04,25.41,16.59,cluster1
1894,KS,0.45,0.31,0.31,1.12,0,19.35,27.15,cluster14
1895,TX,4.3,0.7,0.2,14,0.2,21.5,25.6,cluster14
1896,IL,3.22,0.17,0.4,1.55,0.04,20.69,17.72,cluster7
1897,IL,0.7,0.2,0.6,1,0.1,21.7,17.7,cluster7
1898,CA,9.9,1.56,15.12,21.82,1.15,24.94,11.92,cluster8
1899,VA,28.83,0.4,2.54,3.17,0.07,19.54,14.06,cluster5
1900,CO,1.77,2.9,0.97,41.59,0.15,24.19,15.58,cluster2
1901,AR,51.49,0.75,0.54,4.25,0.04,23.55,12.57,cluster0
1902,VA,12.6,0.4,6.7,30.3,0.1,30.2,7,cluster10
1903,PA,5.34,0.41,1.15,9.25,0.03,21.13,18.58,cluster7
1904,AR,1.47,0.88,1.51,19.21,0.07,25.95,15.61,cluster13
1905,WI,0.2,0.2,0.2,0.5,0,22.5,17.2,cluster7
1906,TN,0.52,0.49,0.18,0.99,0.01,22.78,18.11,cluster7
1907,IN,0.5,0.2,0.2,1.3,0,24.4,13,cluster1
1908,VA,3.6,0.2,0.8,0.6,0,20.4,16.6,cluster7
1909,NE,1.4,0.6,0.8,3.4,0,18.1,13.4,cluster4
1910,IA,0.86,0.37,0.35,2.09,0.01,23.78,16,cluster1
1911,TX,19.54,1.04,0.64,20.03,0.04,21.2,14.51,cluster12
1912,MN,0.42,0.34,0.6,5.31,0.02,24.81,15.43,cluster1
1913,WI,2.05,1.56,0.5,2.75,0.04,20.77,18.2,cluster7
1914,TN,4.24,0.56,0.98,4.85,0.07,22.51,14.92,cluster1
1915,FL,17.72,0.56,1.07,5.06,0.07,22.18,15.89,cluster12
1916,WV,0.23,0.26,0.2,0.56,0.02,21.88,17.46,cluster7
1917,IL,6.2,0.3,0.3,1.4,0,23.1,17.4,cluster7
1918,VA,30.4,1.4,0.3,1,0,19.4,17.1,cluster5
1919,IL,1.37,0.44,0.53,11.24,0.02,23.07,17.88,cluster7
1920,CO,0.33,1.22,0.65,14.76,0.09,26.51,11.08,cluster10
1921,IN,0.73,0.26,0.88,5.92,0.12,24.46,14.44,cluster1
1922,GA,0.66,0.34,0.35,1.98,0.03,18.48,23.06,cluster3
1923,AR,24.1,0.72,0.49,2.69,0.05,24.37,14.36,cluster12
1924,TX,4.5,0.97,0.35,35.08,0.07,22.48,19.56,cluster13
1925,OK,0.9,15.5,0.3,3.1,0,26,17.1,cluster11
1926,MO,0.37,0.19,0.28,0.65,0,24.67,20.41,cluster7
1927,MT,0.1,1.4,0.4,1.9,0.1,23.1,13,cluster1
1928,GA,43.63,0.17,0.81,3.3,0.05,25.45,14.8,cluster5
1929,AL,34.66,0.91,1.92,2.53,0.06,24.85,13.2,cluster5
1930,MO,1.3,0.4,0.4,1.6,0,24.1,14,cluster1
1931,FL,6.26,0.88,0.56,2.56,0.15,21.42,17.58,cluster7
1932,IL,30.3,0.2,1.1,2.1,0,24.2,15.9,cluster5
1933,MO,24.12,0.24,0.21,1.74,0.01,22.13,15.32,cluster12
1934,CO,0.68,0.9,1.41,5.6,0.18,17.38,10.19,cluster4
1935,ME,0.6,0.5,0.8,1.2,0,20.7,15.5,cluster7
1936,PA,2.1,0.3,0.7,6.2,0,22.4,14.9,cluster1
1937,MD,0.9,0.1,0.3,0.6,0,21.5,17.4,cluster7
1938,SD,0.5,11.4,0.9,2.8,0.1,24.6,14.4,cluster1
1939,CA,3.85,8.59,3.5,18.41,0.15,21.17,13.79,cluster13
1940,KY,0.52,0.26,0.2,1.23,0.02,22.84,15.33,cluster7
1941,MI,3.3,0.5,1.1,4.6,0,23.7,14.3,cluster1
1942,NY,14.52,0.35,3.39,7.47,0.06,21.84,14.69,cluster12
1943,AL,8.94,0.37,0.66,2.21,0.07,23.58,13.63,cluster1
1944,NE,3.44,0.9,3.63,6.02,0.08,22.9,11.08,cluster4
1945,OH,16.2,0.2,0.7,3.8,0,21.7,17.5,cluster12
1946,LA,24.5,0.3,0.8,2.3,0,25.8,12.7,cluster12
1947,VA,13.1,0.3,4.9,3.6,0.1,14.4,16.4,cluster4
1948,WI,0.47,0.22,0.59,2.92,0.03,23.86,15.24,cluster1
1949,PA,1.11,0.11,1.02,1.11,0.03,21.61,16.02,cluster7
1950,PA,8,0.2,1.3,4.7,0,18.1,14.6,cluster4
1951,CA,14.22,1.23,15.37,24.45,1.01,23.54,12.37,cluster8
1952,KS,26.2,0.8,2,23.2,0.1,28,10.6,cluster12
1953,IA,0.74,0.2,0.86,3.53,0,21.26,19.4,cluster7
1954,KY,5.2,0.2,0.2,1,0,21.5,17.4,cluster7
1955,NY,4.2,0.4,0.5,2.4,0,21,14.9,cluster7
1956,ND,0.38,12.26,0.35,1.67,0,21.61,16.56,cluster7
1957,KY,2.11,0.11,0.14,0.92,0.02,23,16.23,cluster7
1958,TX,17.06,1.01,0.75,21.63,0.16,26.04,16.75,cluster13
1959,TX,0,1.15,0,13.46,0,24.28,16.3,cluster13
1960,LA,29.17,1.24,0.41,1.53,0.01,24.05,15.05,cluster5
1961,TN,49.6,0.2,0.3,4.8,0,26.1,13.6,cluster0
1962,TN,6.5,0.41,1.21,3.35,0.06,24.31,13.47,cluster1
1963,CT,1.79,0.63,1.3,9.87,0.07,21.81,13.16,cluster4
1964,MT,0.41,2.01,0.28,2.39,0.09,21.03,17.52,cluster7
1965,TN,2.07,0.21,0.2,1.55,0.03,18.07,19.36,cluster3
1966,IL,6.2,0.59,0.41,3.16,0.03,20.14,15.61,cluster7
1967,NE,0.2,0.3,0.3,3.8,0,23.6,17.2,cluster7
1968,IN,2.5,0.42,0.25,1.39,0.02,20.81,15.9,cluster7
1969,LA,40.42,0.33,0.26,1.11,0.02,24.51,15.19,cluster5
1970,IN,6.7,0.4,1.3,2.3,0,24.2,15.9,cluster1
1971,IL,9,0.2,0.2,2.2,0,18.6,17.3,cluster7
1972,OH,1.1,0.2,0.4,1,0,23.8,14.8,cluster1
1973,TN,36.16,0.27,1.01,3.49,0.05,23.68,13.47,cluster5
1974,GA,17.7,0.2,1.3,6.2,0,27.4,9.8,cluster12
1975,CO,1.9,0.5,3.7,7.3,0.1,29.4,6.5,cluster10
1976,NC,10.93,0.37,1.83,3.68,0.28,22.08,16.5,cluster7
1977,TX,3.63,1.35,0.39,44.81,0.03,26.87,12.92,cluster2
1978,OH,0.76,0.4,0.33,1.99,0.24,23.12,17.16,cluster7
1979,MI,9.6,1.2,0.2,1.8,0,18.4,21.5,cluster3
1980,VA,3.89,0.29,5.58,2.76,0.06,15.83,10.52,cluster4
1981,GA,2.4,0.3,0.3,2.4,0,21.9,17,cluster7
1982,VA,56.1,0.1,0.3,2,0,18.1,15.6,cluster0
1983,NC,62.9,0.6,0.2,1.5,0,22.8,16.5,cluster0
1984,NC,6.2,0.3,1.2,3.5,0,22.4,14.2,cluster1
1985,TX,9.3,0.4,0.2,3,0,19.8,26.7,cluster14
1986,AR,0.55,2.1,3.61,7.23,0.03,24.84,17.85,cluster1
1987,CA,6.8,1.4,5.6,44.7,0.4,29,11.5,cluster2
1988,UT,1.17,1.21,1.44,17.02,0.3,29.72,10.59,cluster10
1989,MI,15.25,0.57,1.66,4.66,0.08,23.07,16.65,cluster12
1990,NY,13.14,0.69,2.74,4.68,0.04,21,16.1,cluster12
1991,KS,0.2,0.6,0.2,2.4,0,21.8,20.2,cluster3
1992,AK,0.7,4.01,1.08,2.49,0.05,20.75,7.73,cluster4
1993,GA,2.68,0.49,6.83,9.56,0.07,29.36,10.2,cluster10
1994,MS,44.44,0.4,0.21,1.65,0.04,25.75,16.08,cluster5
1995,KS,0.44,0.54,0.28,14.68,0,29.73,13.62,cluster10
1996,TX,4.36,1.02,2.31,21.43,0.11,27.33,10.76,cluster10
1997,GA,45.11,0.56,1.03,24.79,0.03,15.3,14.42,cluster5
1998,GA,3.4,0.6,1.5,31.2,0.1,30,11.1,cluster2
1999,VA,0.6,0.2,0.2,0.4,0,20.4,15.9,cluster7
2000,OH,0.33,0.21,0.4,1.19,0.05,24.61,16.24,cluster1
2001,FL,18.65,0.44,0.32,4.54,0.03,15.94,16.76,cluster12
2002,TN,0.51,0.3,0.23,1.06,0,22.95,18.12,cluster7
2003,OK,2.13,15.69,0.29,4.16,0.02,24.52,16.41,cluster11
2004,KY,0.6,0.1,0.4,0.9,0,23.3,13.2,cluster1
2005,MO,0.53,0.65,0.45,1.69,0.03,17.36,26.72,cluster14
2006,WA,1.8,0.75,7.9,4.9,0.34,14.41,9.78,cluster4
2007,NE,0.42,0.14,0.28,2.09,0,22.07,23.18,cluster3
2008,VA,13.23,0.44,0.48,3.36,0.03,19.09,20.46,cluster3
2009,NM,1.17,2.81,1,76.82,0.19,21.14,16.71,cluster6
2010,AR,2.01,0.68,0.89,6.02,0.19,24.12,16.24,cluster1
2011,MN,0.76,0.26,2.83,6.57,0.17,23.71,21.35,cluster3
2012,GA,29.16,0.61,0.48,10.3,0.14,21.14,11.92,cluster12
2013,GA,19.7,0.6,1.3,2.6,0.1,27.5,9.3,cluster12
2014,TN,2,0.2,0.2,1.3,0,23.4,14.7,cluster1
2015,MI,6.9,11.7,0.7,2.2,0.1,18,14.2,cluster4
2016,FL,9.65,0.49,3.04,8.03,0.14,24.92,13.06,cluster1
2017,NE,0.61,0.88,0.6,10.3,0.38,23.76,18.57,cluster7
2018,AK,0.66,14.23,7.34,4.24,0.23,23.26,10.94,cluster11
2019,TN,1.71,0.62,0.3,1.89,0,22.25,19.21,cluster7
2020,TX,0.24,1.01,0.32,26.37,0.04,23.38,22.4,cluster13
2021,AR,10.5,0.69,1.19,3.99,0.06,24.13,10.15,cluster1
2022,OK,2.3,6.4,0.3,10.2,0,24.3,17.1,cluster1
2023,GA,28.72,0.37,1.4,3.54,0.11,20.14,9.46,cluster12
2024,KY,0.23,0.29,0.1,0.74,0,22.41,16.14,cluster7
2025,ND,0.22,2.61,0.13,0.57,0,20.01,23.98,cluster3
2026,NY,5.6,7.39,0.48,3.02,0.02,19.99,13.96,cluster4
2027,IL,3.6,0.33,0.44,2.89,0.06,21.86,15.35,cluster7
2028,AR,0.6,0.9,0.2,1.5,0,20.2,21.5,cluster3
2029,TN,2.16,0.71,1.24,5.44,0.12,21.26,14.93,cluster7
2030,ID,0.2,0.8,0.4,14.1,0.1,31.2,12.9,cluster10
2031,NM,1.7,43.1,0.5,33.3,0.1,25.9,13.3,cluster11
2032,TX,9.27,1.01,0.32,50.64,0.01,19.98,13.95,cluster2
2033,SC,55.59,0.58,0.63,2.62,0.02,23.87,15.84,cluster0
2034,IA,0.3,0.2,0.3,1.6,0,22.7,21.1,cluster3
2035,TX,3.41,0.99,0.84,67.85,0.06,24.57,12.13,cluster6
2036,WV,1,0.1,0.1,0.7,0,21.7,14.3,cluster7
2037,IA,2,0.3,2.5,2.1,0.1,22.2,15.8,cluster7
2038,MO,4.6,0.5,0.6,4,0,23.5,14.2,cluster1
2039,GA,60.24,0.34,0.39,4.11,0.28,19.51,13.98,cluster0
2040,KY,2.47,0.32,0.14,0.93,0.01,19.74,13.41,cluster4
2041,TN,1.68,0.66,0.31,1.91,0,22.29,19.47,cluster7
2042,MO,10.1,0.7,0.6,1.6,0,18.1,13.2,cluster4
2043,KS,0.64,8.12,0.39,3.63,0.01,26.17,15.73,cluster1
2044,KY,4.43,0.24,0.34,0.8,0.01,20.1,13.2,cluster4
2045,KY,24.1,0.31,0.72,1.03,0.04,20.64,18.64,cluster12
2046,MN,0.51,1.68,0.12,2.65,0.1,24.13,18.01,cluster7
2047,KS,0.2,1.33,0.53,18.61,0,23.03,19.37,cluster13
2048,MO,1.05,0.54,0.26,1.84,0.07,22.24,19.94,cluster3
2049,IN,0.54,0.3,0.43,9.76,0.04,26.55,12.87,cluster1
2050,ID,0,0.8,0,5.5,0,20.6,17.1,cluster7
2051,TX,1.88,0,0.72,36.23,0,16.96,27.1,cluster13
2052,IN,11.9,0.5,2.1,6.4,0.1,26.7,11.8,cluster10
2053,IA,1.2,0.9,0.5,22.1,0,26.6,16.5,cluster13
2054,MI,0.58,1.46,0.33,1.92,0,20.29,21.39,cluster3
2055,KY,0.4,0.1,0,1.3,0,25.8,15.2,cluster1
2056,WY,0.38,1,0.4,6.62,0.06,24.83,13.27,cluster1
2057,NJ,5.1,0.2,0.9,4.9,0.1,19.1,21.7,cluster3
2058,MT,0.33,1.69,0.69,2,0,17.56,22.65,cluster3
2059,TX,1.1,1.1,0.3,59.3,0.2,28.4,14.4,cluster2
2060,LA,41.41,1.02,0.49,1.83,0.03,23.59,14.42,cluster5
2061,OH,0.44,0.21,0.41,1.27,0.05,24.91,15.67,cluster1
2062,IN,1.37,0.14,0.35,1.02,0,23.59,17.34,cluster7
2063,KY,0.44,0.25,0.18,1.04,0.02,24.04,12.59,cluster1
2064,PA,0.64,0.23,0.36,2.57,0.03,23.74,16.16,cluster1
2065,VA,52.15,0.47,1.2,3.25,0.15,23.78,13.11,cluster0
2066,TX,0.16,0.32,0.16,15.2,0,21.1,22.08,cluster3
2067,IN,6.81,0.38,0.63,3.72,0.04,21.23,16.96,cluster7
2068,KS,5.69,3.48,0.58,5.51,0.14,23.59,17.68,cluster7
2069,MO,2.6,0.4,0.3,2.5,0,25.3,13.7,cluster1
2070,PA,0.44,0.23,0.23,0.7,0.01,21.24,18.38,cluster7
2071,KY,0.26,0.14,0.18,0.53,0.03,23.2,14.63,cluster1
2072,NE,0.9,0.6,2.1,17.5,0,25.2,15.5,cluster13
2073,WI,6.44,0.75,1.56,12.03,0.08,25.34,11.36,cluster10
2074,MO,1.6,0.5,1.9,2.2,0.1,18.9,12.3,cluster4
2075,SD,0.16,31.93,0.21,1.96,0.01,29.54,17.66,cluster11
2076,VA,21.98,0.26,0.34,2.22,0.03,20.22,18.79,cluster12
2077,NC,1.65,0.31,1.03,3.44,0.03,13.65,13.28,cluster4
2078,MI,9.12,0.92,0.2,2.25,0.01,17.63,24.3,cluster14
2079,GA,41.21,0.25,0.32,3.81,0,23.31,17.9,cluster5
2080,KS,0.63,0.6,0.24,1.29,0.05,26.01,20.28,cluster7
2081,IL,4.07,0.22,1.01,2.28,0.03,18,14.04,cluster4
2082,NJ,14.87,0.67,7.94,17.29,0.06,22.75,15,cluster12
2083,NC,2.21,9.59,0.95,5.1,0.04,17.47,15.54,cluster4
2084,NE,0.16,0.47,0.09,1.25,0,20.61,24.31,cluster3
2085,OR,0.5,2.6,1.1,5,0.2,19.1,21.2,cluster3
2086,IN,1.36,1.12,1.18,12.99,0.16,25.31,15.67,cluster1
2087,MT,0.1,0.6,0.5,2,0,22.7,18.5,cluster7
2088,SD,0.15,53.7,0.29,1.79,0,32.22,12.87,cluster9
2089,MT,0.12,0.25,0.12,0.46,0,21.48,20.69,cluster3
2090,OK,0.98,18.69,0.56,4.96,1.01,24.67,16.96,cluster11
2091,NE,0.53,0.27,0.43,3.4,0.32,22.12,23.11,cluster3
2092,PA,4.1,0.1,0.4,0.9,0,21.3,18.8,cluster7
2093,MT,0.12,1.78,0.23,1.73,0,18.35,22.61,cluster3
2094,NV,1.03,1.8,1.64,6.01,0.39,16.2,19.79,cluster3
2095,VT,0.98,0.29,1.08,1.94,0.05,19.34,16.83,cluster7
2096,OH,0.35,0.38,0.19,0.59,0.01,23.54,15,cluster1
2097,CO,0.53,1.53,0.16,9.2,0,21.16,24.61,cluster3
2098,WI,0.26,1.04,0.41,1.58,0.02,22.83,17.29,cluster7
2099,KY,0.59,0.1,0.47,0.7,0.02,21.58,14.77,cluster7
2100,IN,0.93,0.21,1.83,2.35,0.03,27.32,12.28,cluster1
2101,ND,0.36,2.54,0.04,0.59,0.16,19.35,24.76,cluster3
2102,WV,7.01,0.3,0.94,3.74,0.06,24.45,12.37,cluster1
2103,NC,27.8,1.9,0.5,17,0.2,26.5,13.2,cluster12
2104,TX,1.19,0.99,0,6.22,0,22.15,20.38,cluster3
2105,TX,19.9,1.3,1.8,14.2,0.6,23.1,7.1,cluster12
2106,SC,46.09,2.72,0.32,2.75,0.03,26.34,13.41,cluster5
2107,KS,0.36,0.2,0.2,3.66,0,18.55,26,cluster14
2108,KY,2.4,0.2,0.7,1.6,0,22.6,12.8,cluster1
2109,FL,10.15,0.43,1.65,11.46,0.07,18.39,22.22,cluster14
2110,GA,58.18,0.43,0.12,1.65,0.01,19.7,18.06,cluster0
2111,TX,1.3,0.49,0.19,25.49,0,22.41,18.4,cluster13
2112,FL,15.18,0.61,0.17,12.47,0.02,20.46,13.66,cluster12
2113,TX,20.6,0.7,0.7,4.4,0,21.4,15.3,cluster12
2114,CO,0.8,1,0.8,6,0,19.9,8.9,cluster4
2115,KY,0.45,0.14,0.53,0.69,0.09,22.99,13.99,cluster1
2116,OK,2.9,5.3,0.4,4.2,0.1,25.1,12.6,cluster1
2117,TX,4,0.7,0.6,18.9,0,23.7,16.9,cluster13
2118,AL,10.5,0.8,0.1,2.7,0,21.6,17.5,cluster7
2119,TN,1.9,0.2,0.4,1.8,0,22.9,16.9,cluster7
2120,WV,0.5,0.3,0.2,0.6,0,21,16.7,cluster7
2121,IN,6.96,0.37,1.77,2.34,0.04,20.98,13.89,cluster4
2122,WI,4.85,0.51,1.1,7.78,0.05,24.53,13.81,cluster1
2123,OK,0.29,44.6,0.52,5.38,0,27.38,13.73,cluster11
2124,CA,1.44,2.2,4.06,25.4,0.37,21.72,14.4,cluster13
2125,TX,1.28,1.21,0.49,16.92,0.04,23.97,19.07,cluster13
2126,IA,0.8,0.3,0.7,3.7,0,23.4,21.4,cluster3
2127,OH,2.3,0.2,0.8,2,0,24.5,14.7,cluster1
